timestamp,station_id,region,lat,lon,temperature_C,pressure_hPa,humidity_pct,is_anomaly,anomaly_type
2026-08-01 08:00:00,AWS_DELHI_01,Plains,28.6139,77.209,27.99,1007.07,55.12,0,none
2026-08-01 08:15:00,AWS_DELHI_01,Plains,28.6139,77.209,28.1,1008.14,54.77,0,none
2026-08-01 08:30:00,AWS_DELHI_01,Plains,28.6139,77.209,29.37,1007.99,52.14,0,none
2026-08-01 08:45:00,AWS_DELHI_01,Plains,28.6139,77.209,29.07,1007.88,54.7,0,none
2026-08-01 09:00:00,AWS_DELHI_01,Plains,28.6139,77.209,30.15,1008.08,50.07,0,none
2026-08-01 09:15:00,AWS_DELHI_01,Plains,28.6139,77.209,29.79,1007.77,48.91,0,none
2026-08-01 09:30:00,AWS_DELHI_01,Plains,28.6139,77.209,30.53,1008.94,50.88,0,none
2026-08-01 09:45:00,AWS_DELHI_01,Plains,28.6139,77.209,31.62,1008.34,49.58,0,none
2026-08-01 10:00:00,AWS_DELHI_01,Plains,28.6139,77.209,32.3,1008.43,48.55,0,none
2026-08-01 10:15:00,AWS_DELHI_01,Plains,28.6139,77.209,32.51,1008.7,47.75,0,none
2026-08-01 10:30:00,AWS_DELHI_01,Plains,28.6139,77.209,32.82,1008.71,46.22,0,none
2026-08-01 10:45:00,AWS_DELHI_01,Plains,28.6139,77.209,33.15,1008.7,44.43,0,none
2026-08-01 11:00:00,AWS_DELHI_01,Plains,28.6139,77.209,33.07,1008.46,44.91,0,none
2026-08-01 11:15:00,AWS_DELHI_01,Plains,28.6139,77.209,33.73,1008.88,43.36,0,none
2026-08-01 11:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.16,1009.34,44.75,0,none
2026-08-01 11:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.07,1009.2,42.85,0,none
2026-08-01 12:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.07,1009.28,41.54,0,none
2026-08-01 12:15:00,AWS_DELHI_01,Plains,28.6139,77.209,34.47,1008.64,41.7,0,none
2026-08-01 12:30:00,AWS_DELHI_01,Plains,28.6139,77.209,35.52,1008.48,42.19,0,none
2026-08-01 12:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.42,1008.7,40.69,0,none
2026-08-01 13:00:00,AWS_DELHI_01,Plains,28.6139,77.209,36.99,1012.45,40.1,1,noise_burst
2026-08-01 13:15:00,AWS_DELHI_01,Plains,28.6139,77.209,36.46,1032.62,41.17,1,noise_burst
2026-08-01 13:30:00,AWS_DELHI_01,Plains,28.6139,77.209,25.47,1006.63,41.02,1,noise_burst
2026-08-01 13:45:00,AWS_DELHI_01,Plains,28.6139,77.209,42.33,1013.13,40.02,1,noise_burst
2026-08-01 14:00:00,AWS_DELHI_01,Plains,28.6139,77.209,40.83,1017.47,40.03,1,noise_burst
2026-08-01 14:15:00,AWS_DELHI_01,Plains,28.6139,77.209,53.17,1010.98,40.91,1,noise_burst
2026-08-01 14:30:00,AWS_DELHI_01,Plains,28.6139,77.209,33.6,1001.21,38.99,1,noise_burst
2026-08-01 14:45:00,AWS_DELHI_01,Plains,28.6139,77.209,37.99,1010.52,39.19,1,noise_burst
2026-08-01 15:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.54,1008.25,40.23,0,none
2026-08-01 15:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.5,1007.92,41.11,0,none
2026-08-01 15:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.95,1007.41,42.07,0,none
2026-08-01 15:45:00,AWS_DELHI_01,Plains,28.6139,77.209,34.7,1007.31,43.86,0,none
2026-08-01 16:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.25,1007.5,43.56,0,none
2026-08-01 16:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.19,1008.01,42.83,0,none
2026-08-01 16:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.32,1007.36,43.55,0,none
2026-08-01 16:45:00,AWS_DELHI_01,Plains,28.6139,77.209,34.42,1006.91,42.97,0,none
2026-08-01 17:00:00,AWS_DELHI_01,Plains,28.6139,77.209,33.8,1007.23,44.8,0,none
2026-08-01 17:15:00,AWS_DELHI_01,Plains,28.6139,77.209,33.02,1007.18,45.16,0,none
2026-08-01 17:30:00,AWS_DELHI_01,Plains,28.6139,77.209,33.01,1006.42,46.62,0,none
2026-08-01 17:45:00,AWS_DELHI_01,Plains,28.6139,77.209,33.06,1007.19,46.01,0,none
2026-08-01 18:00:00,AWS_DELHI_01,Plains,28.6139,77.209,31.99,1007.13,48.42,0,none
2026-08-01 18:15:00,AWS_DELHI_01,Plains,28.6139,77.209,32.16,1007.42,50.47,0,none
2026-08-01 18:30:00,AWS_DELHI_01,Plains,28.6139,77.209,30.01,1007.78,49.36,0,none
2026-08-01 18:45:00,AWS_DELHI_01,Plains,28.6139,77.209,30.9,1007.6,50.85,0,none
2026-08-01 19:00:00,AWS_DELHI_01,Plains,28.6139,77.209,30.11,1007.23,52.1,0,none
2026-08-01 19:15:00,AWS_DELHI_01,Plains,28.6139,77.209,29.44,1007.03,51.71,0,none
2026-08-01 19:30:00,AWS_DELHI_01,Plains,28.6139,77.209,29.08,1008.21,53.39,0,none
2026-08-01 19:45:00,AWS_DELHI_01,Plains,28.6139,77.209,27.73,1007.53,54.07,0,none
2026-08-01 20:00:00,AWS_DELHI_01,Plains,28.6139,77.209,27.91,1007.6,55.12,0,none
2026-08-01 20:15:00,AWS_DELHI_01,Plains,28.6139,77.209,27.62,1007.69,55.01,0,none
2026-08-01 20:30:00,AWS_DELHI_01,Plains,28.6139,77.209,27.55,1007.85,56.91,0,none
2026-08-01 20:45:00,AWS_DELHI_01,Plains,28.6139,77.209,26.23,1007.85,58.41,0,none
2026-08-01 21:00:00,AWS_DELHI_01,Plains,28.6139,77.209,25.61,1007.83,60.47,0,none
2026-08-01 21:15:00,AWS_DELHI_01,Plains,28.6139,77.209,25.23,1007.94,60.78,0,none
2026-08-01 21:30:00,AWS_DELHI_01,Plains,28.6139,77.209,25.3,1008.2,63.09,0,none
2026-08-01 21:45:00,AWS_DELHI_01,Plains,28.6139,77.209,24.59,1008.14,60.45,0,none
2026-08-01 22:00:00,AWS_DELHI_01,Plains,28.6139,77.209,23.79,1008.19,63.25,0,none
2026-08-01 22:15:00,AWS_DELHI_01,Plains,28.6139,77.209,23.76,1008.52,63.22,0,none
2026-08-01 22:30:00,AWS_DELHI_01,Plains,28.6139,77.209,23.17,1008.49,66.39,0,none
2026-08-01 22:45:00,AWS_DELHI_01,Plains,28.6139,77.209,23.11,1009.09,63.52,0,none
2026-08-01 23:00:00,AWS_DELHI_01,Plains,28.6139,77.209,22.06,1007.9,64.17,0,none
2026-08-01 23:15:00,AWS_DELHI_01,Plains,28.6139,77.209,21.85,1009.07,65.11,0,none
2026-08-01 23:30:00,AWS_DELHI_01,Plains,28.6139,77.209,21.5,1009.15,63.88,0,none
2026-08-01 23:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.76,1008.17,66.34,0,none
2026-08-02 00:00:00,AWS_DELHI_01,Plains,28.6139,77.209,21.19,1008.7,66.56,0,none
2026-08-02 00:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.93,1008.68,68.1,0,none
2026-08-02 00:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.61,1008.35,68.71,0,none
2026-08-02 00:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.33,1008.51,70.89,0,none
2026-08-02 01:00:00,AWS_DELHI_01,Plains,28.6139,77.209,19.71,1008.36,70.05,0,none
2026-08-02 01:15:00,AWS_DELHI_01,Plains,28.6139,77.209,19.99,1009.16,68.43,0,none
2026-08-02 01:30:00,AWS_DELHI_01,Plains,28.6139,77.209,19.93,1008.85,68.2,0,none
2026-08-02 01:45:00,AWS_DELHI_01,Plains,28.6139,77.209,19.7,1008.87,69.96,0,none
2026-08-02 02:00:00,AWS_DELHI_01,Plains,28.6139,77.209,19.94,1008.62,67.82,0,none
2026-08-02 02:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.18,1007.97,71.57,0,none
2026-08-02 02:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.82,1008.05,70.69,0,none
2026-08-02 02:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.22,1008.25,68.56,0,none
2026-08-02 03:00:00,AWS_DELHI_01,Plains,28.6139,77.209,20.38,1007.63,66.85,0,none
2026-08-02 03:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.39,1008.11,70.26,0,none
2026-08-02 03:30:00,AWS_DELHI_01,Plains,28.6139,77.209,19.84,1007.72,68.17,0,none
2026-08-02 03:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.81,1007.58,69.4,0,none
2026-08-02 04:00:00,AWS_DELHI_01,Plains,28.6139,77.209,21.1,1007.81,65.56,0,none
2026-08-02 04:15:00,AWS_DELHI_01,Plains,28.6139,77.209,22.33,1007.65,66.25,0,none
2026-08-02 04:30:00,AWS_DELHI_01,Plains,28.6139,77.209,21.58,1007.33,66.43,0,none
2026-08-02 04:45:00,AWS_DELHI_01,Plains,28.6139,77.209,22.11,1007.71,65.88,0,none
2026-08-02 05:00:00,AWS_DELHI_01,Plains,28.6139,77.209,22.33,1006.98,64.64,0,none
2026-08-02 05:15:00,AWS_DELHI_01,Plains,28.6139,77.209,22.26,1007.45,65.24,0,none
2026-08-02 05:30:00,AWS_DELHI_01,Plains,28.6139,77.209,23.59,1007.41,62.49,0,none
2026-08-02 05:45:00,AWS_DELHI_01,Plains,28.6139,77.209,23.86,1007.11,62.83,0,none
2026-08-02 06:00:00,AWS_DELHI_01,Plains,28.6139,77.209,24.32,1007.3,62.34,0,none
2026-08-02 06:15:00,AWS_DELHI_01,Plains,28.6139,77.209,24.1,1006.83,61.99,0,none
2026-08-02 06:30:00,AWS_DELHI_01,Plains,28.6139,77.209,25.5,1007.5,61.36,0,none
2026-08-02 06:45:00,AWS_DELHI_01,Plains,28.6139,77.209,24.87,1007.21,58.28,0,none
2026-08-02 07:00:00,AWS_DELHI_01,Plains,28.6139,77.209,26.16,1007.15,56.89,0,none
2026-08-02 07:15:00,AWS_DELHI_01,Plains,28.6139,77.209,27.32,1007.68,59.34,0,none
2026-08-02 07:30:00,AWS_DELHI_01,Plains,28.6139,77.209,26.56,1007.22,57.28,0,none
2026-08-02 07:45:00,AWS_DELHI_01,Plains,28.6139,77.209,27.25,1007.09,55.04,0,none
2026-08-02 08:00:00,AWS_DELHI_01,Plains,28.6139,77.209,28.04,1007.13,56.86,0,none
2026-08-02 08:15:00,AWS_DELHI_01,Plains,28.6139,77.209,28.32,1007.88,54.2,0,none
2026-08-02 08:30:00,AWS_DELHI_01,Plains,28.6139,77.209,28.42,1007.41,54.54,0,none
2026-08-02 08:45:00,AWS_DELHI_01,Plains,28.6139,77.209,29.59,1008.42,52.27,0,none
2026-08-02 09:00:00,AWS_DELHI_01,Plains,28.6139,77.209,29.65,1007.38,53.75,0,none
2026-08-02 09:15:00,AWS_DELHI_01,Plains,28.6139,77.209,30.76,1008.61,52.48,0,none
2026-08-02 09:30:00,AWS_DELHI_01,Plains,28.6139,77.209,30.69,1008.27,49.19,0,none
2026-08-02 09:45:00,AWS_DELHI_01,Plains,28.6139,77.209,32.16,1008.28,49.8,0,none
2026-08-02 10:00:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.24,48.57,1,frozen_value
2026-08-02 10:15:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.61,48.64,1,frozen_value
2026-08-02 10:30:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.55,45.08,1,frozen_value
2026-08-02 10:45:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.97,46.33,1,frozen_value
2026-08-02 11:00:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.73,46.09,1,frozen_value
2026-08-02 11:15:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.78,42.06,1,frozen_value
2026-08-02 11:30:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.66,42.16,1,frozen_value
2026-08-02 11:45:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.78,40.58,1,frozen_value
2026-08-02 12:00:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.89,42.21,1,frozen_value
2026-08-02 12:15:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.28,42.95,1,frozen_value
2026-08-02 12:30:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.37,43.5,1,frozen_value
2026-08-02 12:45:00,AWS_DELHI_01,Plains,28.6139,77.209,31.69,1008.96,41.45,1,frozen_value
2026-08-02 13:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.94,1008.74,43.05,0,none
2026-08-02 13:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.97,1008.58,39.22,0,none
2026-08-02 13:30:00,AWS_DELHI_01,Plains,28.6139,77.209,36.03,1008.57,38.68,0,none
2026-08-02 13:45:00,AWS_DELHI_01,Plains,28.6139,77.209,36.12,1008.59,40.56,0,none
2026-08-02 14:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.73,1008.24,41.06,0,none
2026-08-02 14:15:00,AWS_DELHI_01,Plains,28.6139,77.209,36.08,1008.07,40.59,0,none
2026-08-02 14:30:00,AWS_DELHI_01,Plains,28.6139,77.209,36.05,1008.27,38.24,0,none
2026-08-02 14:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.56,1007.81,40.77,0,none
2026-08-02 15:00:00,AWS_DELHI_01,Plains,28.6139,77.209,36.47,1008.12,39.53,0,none
2026-08-02 15:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.76,1007.38,42.17,0,none
2026-08-02 15:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.91,1008.1,42.14,0,none
2026-08-02 15:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.44,1007.84,40.96,0,none
2026-08-02 16:00:00,AWS_DELHI_01,Plains,28.6139,77.209,34.54,1007.68,41.91,0,none
2026-08-02 16:15:00,AWS_DELHI_01,Plains,28.6139,77.209,34.97,1007.81,41.76,0,none
2026-08-02 16:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.81,1007.93,43.5,0,none
2026-08-02 16:45:00,AWS_DELHI_01,Plains,28.6139,77.209,33.69,1007.67,45.32,0,none
2026-08-02 17:00:00,AWS_DELHI_01,Plains,28.6139,77.209,34.04,1006.75,43.63,0,none
2026-08-02 17:15:00,AWS_DELHI_01,Plains,28.6139,77.209,33.44,1006.88,46.11,0,none
2026-08-02 17:30:00,AWS_DELHI_01,Plains,28.6139,77.209,33.2,1007.04,45.6,0,none
2026-08-02 17:45:00,AWS_DELHI_01,Plains,28.6139,77.209,33.2,1007.21,46.05,0,none
2026-08-02 18:00:00,AWS_DELHI_01,Plains,28.6139,77.209,31.9,1007.36,47.67,0,none
2026-08-02 18:15:00,AWS_DELHI_01,Plains,28.6139,77.209,31.24,1006.99,47.39,0,none
2026-08-02 18:30:00,AWS_DELHI_01,Plains,28.6139,77.209,30.71,1007.28,48.82,0,none
2026-08-02 18:45:00,AWS_DELHI_01,Plains,28.6139,77.209,30.25,1007.03,48.93,0,none
2026-08-02 19:00:00,AWS_DELHI_01,Plains,28.6139,77.209,30.04,1007.12,53.63,0,none
2026-08-02 19:15:00,AWS_DELHI_01,Plains,28.6139,77.209,29.7,1006.94,52.23,0,none
2026-08-02 19:30:00,AWS_DELHI_01,Plains,28.6139,77.209,29.15,1007.16,52.28,0,none
2026-08-02 19:45:00,AWS_DELHI_01,Plains,28.6139,77.209,28.85,1007.11,54.31,0,none
2026-08-02 20:00:00,AWS_DELHI_01,Plains,28.6139,77.209,28.01,1007.31,54.87,0,none
2026-08-02 20:15:00,AWS_DELHI_01,Plains,28.6139,77.209,28.06,1008.01,55.68,0,none
2026-08-02 20:30:00,AWS_DELHI_01,Plains,28.6139,77.209,26.85,1007.51,57.62,0,none
2026-08-02 20:45:00,AWS_DELHI_01,Plains,28.6139,77.209,27.53,1008.69,58.72,0,none
2026-08-02 21:00:00,AWS_DELHI_01,Plains,28.6139,77.209,26.18,1008.15,58.09,0,none
2026-08-02 21:15:00,AWS_DELHI_01,Plains,28.6139,77.209,25.09,1008.16,58.94,0,none
2026-08-02 21:30:00,AWS_DELHI_01,Plains,28.6139,77.209,24.51,1007.95,60.18,0,none
2026-08-02 21:45:00,AWS_DELHI_01,Plains,28.6139,77.209,24.65,1008.52,58.61,0,none
2026-08-02 22:00:00,AWS_DELHI_01,Plains,28.6139,77.209,23.91,1008.23,60.38,0,none
2026-08-02 22:15:00,AWS_DELHI_01,Plains,28.6139,77.209,23.84,1008.52,64.64,0,none
2026-08-02 22:30:00,AWS_DELHI_01,Plains,28.6139,77.209,23.32,1009.33,65.74,0,none
2026-08-02 22:45:00,AWS_DELHI_01,Plains,28.6139,77.209,22.7,1008.61,64.2,0,none
2026-08-02 23:00:00,AWS_DELHI_01,Plains,28.6139,77.209,22.0,1009.04,65.87,0,none
2026-08-02 23:15:00,AWS_DELHI_01,Plains,28.6139,77.209,21.38,1008.53,66.2,0,none
2026-08-02 23:30:00,AWS_DELHI_01,Plains,28.6139,77.209,21.47,1008.76,70.12,0,none
2026-08-02 23:45:00,AWS_DELHI_01,Plains,28.6139,77.209,21.69,1009.32,68.32,0,none
2026-08-03 00:00:00,AWS_DELHI_01,Plains,28.6139,77.209,21.16,1008.61,67.32,0,none
2026-08-03 00:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.33,1009.34,66.77,0,none
2026-08-03 00:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.68,1008.99,66.38,0,none
2026-08-03 00:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.58,1008.57,68.88,0,none
2026-08-03 01:00:00,AWS_DELHI_01,Plains,28.6139,77.209,19.92,1008.88,68.0,0,none
2026-08-03 01:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.22,1008.93,67.42,0,none
2026-08-03 01:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.09,1008.75,68.5,0,none
2026-08-03 01:45:00,AWS_DELHI_01,Plains,28.6139,77.209,19.56,1008.02,68.07,0,none
2026-08-03 02:00:00,AWS_DELHI_01,Plains,28.6139,77.209,20.14,1008.18,71.42,0,none
2026-08-03 02:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.24,1008.23,70.43,0,none
2026-08-03 02:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.5,1008.18,69.27,0,none
2026-08-03 02:45:00,AWS_DELHI_01,Plains,28.6139,77.209,20.58,1008.29,70.9,0,none
2026-08-03 03:00:00,AWS_DELHI_01,Plains,28.6139,77.209,19.72,1008.05,69.0,0,none
2026-08-03 03:15:00,AWS_DELHI_01,Plains,28.6139,77.209,20.05,1007.49,67.6,0,none
2026-08-03 03:30:00,AWS_DELHI_01,Plains,28.6139,77.209,20.81,1007.91,70.13,0,none
2026-08-03 03:45:00,AWS_DELHI_01,Plains,28.6139,77.209,21.03,1007.88,68.56,0,none
2026-08-03 04:00:00,AWS_DELHI_01,Plains,28.6139,77.209,21.28,1007.77,66.23,0,none
2026-08-03 04:15:00,AWS_DELHI_01,Plains,28.6139,77.209,22.89,1007.84,66.74,0,none
2026-08-03 04:30:00,AWS_DELHI_01,Plains,28.6139,77.209,21.88,1007.68,65.37,0,none
2026-08-03 04:45:00,AWS_DELHI_01,Plains,28.6139,77.209,22.44,1007.5,64.17,0,none
2026-08-03 05:00:00,AWS_DELHI_01,Plains,28.6139,77.209,22.72,1007.29,66.29,0,none
2026-08-03 05:15:00,AWS_DELHI_01,Plains,28.6139,77.209,22.99,1006.76,66.79,0,none
2026-08-03 05:30:00,AWS_DELHI_01,Plains,28.6139,77.209,23.0,1007.36,62.09,0,none
2026-08-03 05:45:00,AWS_DELHI_01,Plains,28.6139,77.209,23.86,1007.27,63.68,0,none
2026-08-03 06:00:00,AWS_DELHI_01,Plains,28.6139,77.209,23.69,1007.28,61.42,0,none
2026-08-03 06:15:00,AWS_DELHI_01,Plains,28.6139,77.209,24.37,1006.82,60.78,0,none
2026-08-03 06:30:00,AWS_DELHI_01,Plains,28.6139,77.209,24.74,1006.9,59.8,0,none
2026-08-03 06:45:00,AWS_DELHI_01,Plains,28.6139,77.209,25.46,1007.58,58.59,0,none
2026-08-03 07:00:00,AWS_DELHI_01,Plains,28.6139,77.209,26.86,1007.3,58.79,0,none
2026-08-03 07:15:00,AWS_DELHI_01,Plains,28.6139,77.209,25.69,1007.57,56.81,0,none
2026-08-03 07:30:00,AWS_DELHI_01,Plains,28.6139,77.209,27.23,1007.44,57.2,0,none
2026-08-03 07:45:00,AWS_DELHI_01,Plains,28.6139,77.209,26.83,1007.52,55.88,0,none
2026-08-03 08:00:00,AWS_DELHI_01,Plains,28.6139,77.209,27.81,1007.88,54.71,0,none
2026-08-03 08:15:00,AWS_DELHI_01,Plains,28.6139,77.209,28.96,1007.54,52.97,0,none
2026-08-03 08:30:00,AWS_DELHI_01,Plains,28.6139,77.209,29.07,1007.82,52.43,0,none
2026-08-03 08:45:00,AWS_DELHI_01,Plains,28.6139,77.209,29.13,1007.76,53.1,0,none
2026-08-03 09:00:00,AWS_DELHI_01,Plains,28.6139,77.209,29.78,1007.87,51.87,0,none
2026-08-03 09:15:00,AWS_DELHI_01,Plains,28.6139,77.209,30.84,1008.01,49.2,0,none
2026-08-03 09:30:00,AWS_DELHI_01,Plains,28.6139,77.209,30.77,1008.27,49.61,0,none
2026-08-03 09:45:00,AWS_DELHI_01,Plains,28.6139,77.209,31.62,1008.16,49.53,0,none
2026-08-03 10:00:00,AWS_DELHI_01,Plains,28.6139,77.209,32.02,1008.78,45.8,0,none
2026-08-03 10:15:00,AWS_DELHI_01,Plains,28.6139,77.209,32.18,1008.22,47.65,0,none
2026-08-03 10:30:00,AWS_DELHI_01,Plains,28.6139,77.209,33.73,1008.51,45.44,0,none
2026-08-03 10:45:00,AWS_DELHI_01,Plains,28.6139,77.209,33.53,1008.5,46.19,0,none
2026-08-03 11:00:00,AWS_DELHI_01,Plains,28.6139,77.209,32.85,1009.13,43.9,0,none
2026-08-03 11:15:00,AWS_DELHI_01,Plains,28.6139,77.209,34.09,1008.8,42.01,0,none
2026-08-03 11:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.08,1009.08,41.62,0,none
2026-08-03 11:45:00,AWS_DELHI_01,Plains,28.6139,77.209,34.99,1008.35,43.08,0,none
2026-08-03 12:00:00,AWS_DELHI_01,Plains,28.6139,77.209,34.61,1008.88,42.84,0,none
2026-08-03 12:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.13,1009.06,41.0,0,none
2026-08-03 12:30:00,AWS_DELHI_01,Plains,28.6139,77.209,35.59,1008.8,42.46,0,none
2026-08-03 12:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.92,1009.06,39.37,0,none
2026-08-03 13:00:00,AWS_DELHI_01,Plains,28.6139,77.209,35.25,1008.54,41.01,0,none
2026-08-03 13:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.71,1009.06,39.42,0,none
2026-08-03 13:30:00,AWS_DELHI_01,Plains,28.6139,77.209,35.74,1009.26,39.94,0,none
2026-08-03 13:45:00,AWS_DELHI_01,Plains,28.6139,77.209,35.72,1008.38,40.69,0,none
2026-08-03 14:00:00,AWS_DELHI_01,Plains,28.6139,77.209,36.71,1008.27,39.57,0,none
2026-08-03 14:15:00,AWS_DELHI_01,Plains,28.6139,77.209,36.14,1008.74,40.17,0,none
2026-08-03 14:30:00,AWS_DELHI_01,Plains,28.6139,77.209,35.43,1008.68,41.93,0,none
2026-08-03 14:45:00,AWS_DELHI_01,Plains,28.6139,77.209,36.21,1007.95,40.18,0,none
2026-08-03 15:00:00,AWS_DELHI_01,Plains,28.6139,77.209,36.58,1007.87,42.09,0,none
2026-08-03 15:15:00,AWS_DELHI_01,Plains,28.6139,77.209,35.99,1007.81,40.01,0,none
2026-08-03 15:30:00,AWS_DELHI_01,Plains,28.6139,77.209,34.78,1007.39,42.33,0,none
